lat,lon,satelite,data
-25.8,-51.12,GOES-16,2022-04-15 19:50:00
-22.73,-59.16,GOES-16,2022-04-15 19:50:00
-22.73,-59.18,GOES-16,2022-04-15 19:50:00
-25.8,-51.12,GOES-16,2022-04-15 20:00:00
4.95,-69.0,GOES-16,2022-04-15 20:00:00
-25.8,-51.12,GOES-16,2022-04-15 20:10:00
-25.78,-51.13,GOES-16,2022-04-15 20:10:00
-22.73,-59.18,GOES-16,2022-04-15 20:10:00
4.73,-68.97,GOES-16,2022-04-15 20:10:00
-15.71,-41.38,GOES-16,2022-04-15 20:50:00
4.75,-68.91,GOES-16,2022-04-15 20:50:00
5.26,-70.91,GOES-16,2022-04-15 21:00:00
-12.16,-56.81,GOES-16,2022-04-15 21:10:00
-12.16,-56.81,GOES-16,2022-04-15 21:40:00
4.14,-72.35,GOES-16,2022-04-15 21:40:00
-12.14,-56.81,GOES-16,2022-04-15 21:50:00
4.12,-72.35,GOES-16,2022-04-15 21:50:00
4.12,-72.37,GOES-16,2022-04-15 21:50:00
4.14,-72.35,GOES-16,2022-04-15 21:50:00
4.14,-72.37,GOES-16,2022-04-15 21:50:00
4.14,-72.38,GOES-16,2022-04-15 21:50:00
4.14,-72.37,GOES-16,2022-04-15 22:00:00
5.09,-68.73,GOES-16,2022-04-15 22:10:00
